,Field labels,Acetylcholine,Cannabidiol,Dopamine,GABA,Glutamate,Norepinephrine,Serotonin,THC,Tryptamine
,Field colors,#FF0000,#00FF00,#0000FF,#FFFF00,#000000,#000000,#000000,#000000,#800080
,Field shapes,rectangle,circle,triangle right,star,rectangle,circle,triangle right,star,triangle left
Tree node ID,Tree node label,↓ ↓ INSERT YOUR DATA BELOW ↓ ↓,,,,,,,,
Ottelia alismoides',Ottelia alismoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Homalomena aromatica',Homalomena aromatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aglaonema commutatum',Aglaonema commutatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhaphidophora decursiva',Rhaphidophora decursiva',-1,-1,-1,-1,-1,-1,-1,-1,-1
Typhonodorum lindleyanum',Typhonodorum lindleyanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Typhonium trilobatum',Typhonium trilobatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anthurium andraeanum',Anthurium andraeanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pinellia ternata',Pinellia ternata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Monstera deliciosa',Monstera deliciosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dracontium polyphyllum',Dracontium polyphyllum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Zamioculcas zamiifolia',Zamioculcas zamiifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dieffenbachia seguine',Dieffenbachia seguine',-1,-1,-1,-1,-1,-1,-1,-1,-1
Spirodela polyrhiza',Spirodela polyrhiza',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pistia stratiotes',Pistia stratiotes',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alocasia macrorrhizos',Alocasia macrorrhizos',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amorphophallus konjac',Amorphophallus konjac',-1,-1,1,-1,-1,-1,-1,-1,-1
Amorphophallus paeoniifolius',Amorphophallus paeoniifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Colocasia esculenta',Colocasia esculenta',-1,-1,1,-1,-1,-1,1,-1,-1
Colocasia antiquorum',Colocasia antiquorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arisaema franchetianum',Arisaema franchetianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arisaema amurense var. serratum',Arisaema amurense var. serratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arisaema triphyllum',Arisaema triphyllum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Patrinia scabiosifolia',Patrinia scabiosifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Morina longifolia',Morina longifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nardostachys jatamansi',Nardostachys jatamansi',-1,-1,-1,-1,-1,-1,1,-1,-1
Succisa pratensis',Succisa pratensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dipsacus fullonum',Dipsacus fullonum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dipsacus inermis',Dipsacus inermis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lonicera tatarica',Lonicera tatarica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lonicera xylosteum',Lonicera xylosteum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lonicera japonica',Lonicera japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lonicera maackii',Lonicera maackii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Valeriana dageletiana',Valeriana dageletiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Valeriana fauriei',Valeriana fauriei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Valeriana jatamansi',Valeriana jatamansi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Valeriana officinalis',Valeriana officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sambucus williamsii',Sambucus williamsii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sambucus adnata',Sambucus adnata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sambucus javanica',Sambucus javanica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sambucus canadensis',Sambucus canadensis',-1,-1,1,-1,-1,-1,-1,-1,-1
Sambucus racemosa subsp. sieboldiana',Sambucus racemosa subsp. sieboldiana',-1,-1,1,-1,-1,-1,-1,-1,-1
Sambucus nigra',Sambucus nigra',-1,-1,1,-1,-1,-1,-1,-1,-1
Viburnum sambucinum',Viburnum sambucinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum foetidum',Viburnum foetidum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum brachybotryum',Viburnum brachybotryum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum tinus',Viburnum tinus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum rufidulum',Viburnum rufidulum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum prunifolium',Viburnum prunifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum lantana',Viburnum lantana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum opulus',Viburnum opulus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum dentatum',Viburnum dentatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Viburnum acerifolium',Viburnum acerifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cynomorium songaricum',Cynomorium songaricum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Liquidambar styraciflua',Liquidambar styraciflua',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tiarella polyphylla',Tiarella polyphylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saxifraga stolonifera',Saxifraga stolonifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Paeonia suffruticosa',Paeonia suffruticosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Paeonia anomala',Paeonia anomala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Paeonia lactiflora',Paeonia lactiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corylopsis multiflora',Corylopsis multiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Loropetalum chinense',Loropetalum chinense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hamamelis virginiana',Hamamelis virginiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hamamelis vernalis',Hamamelis vernalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ribes cynosbati',Ribes cynosbati',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ribes montigenum',Ribes montigenum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ribes cereum',Ribes cereum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ribes alpinum',Ribes alpinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ribes nigrum',Ribes nigrum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Echeveria leucotricha',Echeveria leucotricha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adromischus cristatus',Adromischus cristatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Orostachys japonica',Orostachys japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sempervivum tectorum',Sempervivum tectorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sedum album',Sedum album',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aeonium,Aeonium,-1,-1,-1,-1,-1,-1,-1,-1,-1
Phedimus spurius',Phedimus spurius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phedimus takesimensis',Phedimus takesimensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hylotelephium telephium',Hylotelephium telephium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hylotelephium erythrostictum',Hylotelephium erythrostictum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crassula rupestris',Crassula rupestris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crassula argentea',Crassula argentea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kalanchoe arborescens',Kalanchoe arborescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kalanchoe delagoensis',Kalanchoe delagoensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kalanchoe linearifolia',Kalanchoe linearifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Asarum heterotropoides',Asarum heterotropoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gymnotheca chinensis',Gymnotheca chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saururus chinensis',Saururus chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Houttuynia cordata',Houttuynia cordata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aristolochia tagala',Aristolochia tagala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aristolochia debilis',Aristolochia debilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aristolochia clematitis',Aristolochia clematitis',-1,-1,1,-1,-1,-1,1,-1,-1
Peperomia obtusifolia',Peperomia obtusifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Peperomia pellucida',Peperomia pellucida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper schiedeanum',Piper schiedeanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper perlasense',Piper perlasense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper massiei',Piper massiei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper martensianum',Piper martensianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper erectipilum',Piper erectipilum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper hostmannianum',Piper hostmannianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper colonense',Piper colonense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper wallichii',Piper wallichii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper fimbriulatum',Piper fimbriulatum',-1,-1,1,-1,-1,-1,-1,-1,-1
Piper cordulatum',Piper cordulatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper sarmentosum',Piper sarmentosum',-1,-1,1,-1,-1,-1,1,-1,-1
Piper aequale',Piper aequale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper marginatum',Piper marginatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper retrofractum',Piper retrofractum',-1,-1,1,-1,-1,-1,1,-1,-1
Piper reticulatum',Piper reticulatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper peltatum',Piper peltatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper methysticum',Piper methysticum',-1,-1,1,-1,-1,-1,-1,-1,-1
Piper hispidum',Piper hispidum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper auritum',Piper auritum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piper arboreum',Piper arboreum',-1,-1,1,-1,-1,-1,-1,-1,-1
Piper longum',Piper longum',-1,-1,1,-1,-1,-1,-1,-1,-1
Piper betle',Piper betle',-1,-1,1,-1,-1,-1,-1,-1,-1
Piper nigrum',Piper nigrum',-1,-1,1,-1,-1,-1,-1,-1,-1
Elaeodendron schweinfurthianum',Elaeodendron schweinfurthianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Evonymopsis,Evonymopsis,-1,-1,-1,-1,-1,-1,-1,-1,-1
Salacighia letestuana',Salacighia letestuana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pristimera indica',Pristimera indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Catha edulis',Catha edulis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cheiloclinium cognatum',Cheiloclinium cognatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Parnassia palustris',Parnassia palustris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pleurostylia africana',Pleurostylia africana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pleurostylia pachyphloea',Pleurostylia pachyphloea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Loeseneriella urceolus',Loeseneriella urceolus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Loeseneriella concinna',Loeseneriella concinna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Monteverdia floribunda',Monteverdia floribunda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Monteverdia ilicifolia',Monteverdia ilicifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tripterygium hypoglaucum',Tripterygium hypoglaucum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tripterygium wilfordii',Tripterygium wilfordii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Maytenus undata',Maytenus undata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Maytenus guyanensis',Maytenus guyanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gymnosporia buxifolia',Gymnosporia buxifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gymnosporia graciliramula',Gymnosporia graciliramula',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celastrus orbiculatus',Celastrus orbiculatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celastrus paniculatus',Celastrus paniculatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Salacia impressifolia',Salacia impressifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Salacia chinensis',Salacia chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus cochinchinensis',Euonymus cochinchinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus sanguineus',Euonymus sanguineus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus frigidus',Euonymus frigidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus dielsianus',Euonymus dielsianus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus bockii',Euonymus bockii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus grandiflorus',Euonymus grandiflorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus myrianthus',Euonymus myrianthus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus atropurpureus',Euonymus atropurpureus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus fortunei',Euonymus fortunei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus maackii',Euonymus maackii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euonymus alatus',Euonymus alatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Knema globularia',Knema globularia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Staudtia kamerunensis',Staudtia kamerunensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Virola sebifera',Virola sebifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myristica fragrans',Myristica fragrans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Liriodendron tulipifera',Liriodendron tulipifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Magnolia obovata',Magnolia obovata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Magnolia denudata',Magnolia denudata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Magnolia delavayi',Magnolia delavayi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anonidium mannii',Anonidium mannii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goniothalamus gabriacianus',Goniothalamus gabriacianus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cananga brandisiana',Cananga brandisiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Desmopsis panamensis',Desmopsis panamensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fusaea longifolia',Fusaea longifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Unonopsis,Unonopsis,-1,-1,-1,-1,-1,-1,-1,-1,-1
Anaxagorea panamensis',Anaxagorea panamensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oxandra espintana',Oxandra espintana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artabotrys hexapetalus',Artabotrys hexapetalus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Asimina triloba',Asimina triloba',-1,-1,1,-1,-1,-1,1,-1,-1
Guatteria dumetorum',Guatteria dumetorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Guatteria punctata',Guatteria punctata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Xylopia benthamii',Xylopia benthamii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Xylopia macrantha',Xylopia macrantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Xylopia frutescens',Xylopia frutescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Duguetia flagellaris',Duguetia flagellaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Duguetia lanceolata',Duguetia lanceolata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Duguetia surinamensis',Duguetia surinamensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Duguetia stelechantha',Duguetia stelechantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Duguetia marcgraviana',Duguetia marcgraviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Annona emarginata',Annona emarginata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Annona coriacea',Annona coriacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Annona bicolor',Annona bicolor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Annona amazonica',Annona amazonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Annona cherimola',Annona cherimola',-1,-1,1,-1,-1,-1,-1,-1,-1
Annona muricata',Annona muricata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Reseda lutea',Reseda lutea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gynandropsis gynandra',Gynandropsis gynandra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Salvadora angustifolia',Salvadora angustifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tropaeolum majus',Tropaeolum majus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carica papaya',Carica papaya',-1,-1,-1,-1,1,-1,-1,-1,-1
Vasconcellea quercifolia',Vasconcellea quercifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Moringa hildebrandtii',Moringa hildebrandtii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Moringa drouhardii',Moringa drouhardii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Moringa oleifera',Moringa oleifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cynophalla,Cynophalla,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preslianthus pittieri',Preslianthus pittieri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Boscia longifolia',Boscia longifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Capparidastrum frondosum',Capparidastrum frondosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cadaba virgata',Cadaba virgata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Capparis spinosa',Capparis spinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hesperis matronalis subsp. matronalis',Hesperis matronalis subsp. matronalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sisymbrium officinale',Sisymbrium officinale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Isatis tinctoria',Isatis tinctoria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alliaria petiolata',Alliaria petiolata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudoturritis turrita',Pseudoturritis turrita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arabis hirsuta',Arabis hirsuta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Erysimum cheiri',Erysimum cheiri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nasturtium,Nasturtium,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cardamine pratensis',Cardamine pratensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sinapis arvensis',Sinapis arvensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eruca,Eruca,-1,-1,-1,-1,-1,-1,-1,-1,-1
Raphanus sativus',Raphanus sativus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Armoracia rusticana',Armoracia rusticana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arabidopsis thaliana',Arabidopsis thaliana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lepidium sativum',Lepidium sativum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lepidium apetalum',Lepidium apetalum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brassica sp.',Brassica sp.',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brassica oleracea',Brassica oleracea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brassica rapa',Brassica rapa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brassica nigra',Brassica nigra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brassica juncea',Brassica juncea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Siparuna bifida',Siparuna bifida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Siparuna thecaphora',Siparuna thecaphora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Siparuna guianensis',Siparuna guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tambourissa amplifolia',Tambourissa amplifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mollinedia ovata',Mollinedia ovata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Peumus boldus',Peumus boldus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mespilodaphne cymbarum',Mespilodaphne cymbarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phoebe tavoyana',Phoebe tavoyana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neocinnamomum delavayi',Neocinnamomum delavayi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Litsea monopetala',Litsea monopetala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pleurothyrium trianae',Pleurothyrium trianae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Machilus thunbergii',Machilus thunbergii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neolitsea sericea',Neolitsea sericea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Endlicheria szyszylowiczii',Endlicheria szyszylowiczii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aiouea montana',Aiouea montana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Laurus nobilis',Laurus nobilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sassafras albidum',Sassafras albidum',-1,-1,1,-1,-1,-1,-1,-1,-1
Cryptocarya,Cryptocarya,-1,-1,-1,-1,-1,-1,-1,-1,-1
Beilschmiedia pendula',Beilschmiedia pendula',-1,-1,-1,-1,-1,-1,-1,-1,-1
Beilschmiedia tovarensis',Beilschmiedia tovarensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhodostemonodaphne recurva',Rhodostemonodaphne recurva',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhodostemonodaphne kunthiana',Rhodostemonodaphne kunthiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aniba guianensis',Aniba guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aniba canelilla',Aniba canelilla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nectandra laurel',Nectandra laurel',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nectandra acutifolia',Nectandra acutifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nectandra cissiflora',Nectandra cissiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cinnamomum verum',Cinnamomum verum',-1,-1,1,-1,1,-1,-1,-1,-1
Cinnamomum burmanni',Cinnamomum burmanni',-1,-1,1,-1,-1,-1,-1,-1,-1
Cinnamomum aromaticum',Cinnamomum aromaticum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lindera aggregata',Lindera aggregata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lindera glauca',Lindera glauca',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lindera obtusiloba',Lindera obtusiloba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lindera benzoin',Lindera benzoin',-1,-1,1,-1,-1,-1,-1,-1,-1
Persea subcordata',Persea subcordata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persea sphaerocarpa',Persea sphaerocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persea areolatocostae',Persea areolatocostae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Persea americana',Persea americana',-1,-1,-1,-1,-1,-1,1,-1,-1
Ocotea whitei',Ocotea whitei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ocotea puberula',Ocotea puberula',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ocotea oblonga',Ocotea oblonga',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ocotea floribunda',Ocotea floribunda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ocotea cernua',Ocotea cernua',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ocotea aciphylla',Ocotea aciphylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Morella pensylvanica',Morella pensylvanica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Juglans cinerea',Juglans cinerea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Juglans boliviana',Juglans boliviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Juglans regia',Juglans regia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Juglans nigra',Juglans nigra',-1,-1,1,-1,-1,-1,-1,-1,-1
Carya alba',Carya alba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carya texana',Carya texana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carya cordiformis',Carya cordiformis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carya tomentosa',Carya tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carya ovata',Carya ovata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carya illinoinensis',Carya illinoinensis',-1,-1,-1,-1,-1,-1,1,-1,-1
Carya glabra',Carya glabra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ostrya virginiana',Ostrya virginiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carpinus betulus',Carpinus betulus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carpinus caroliniana',Carpinus caroliniana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corylus americana',Corylus americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corylus cornuta',Corylus cornuta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corylus avellana',Corylus avellana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alnus japonica',Alnus japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alnus hirsuta var. sibirica',Alnus hirsuta var. sibirica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alnus firma',Alnus firma',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alnus alnobetula subsp. crispa',Alnus alnobetula subsp. crispa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Betula populifolia',Betula populifolia',-1,-1,-1,-1,-1,-1,1,-1,-1
Betula neoalaskana',Betula neoalaskana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Betula platyphylla',Betula platyphylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Betula glandulosa',Betula glandulosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Betula alleghaniensis',Betula alleghaniensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Betula papyrifera',Betula papyrifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Castanopsis indica',Castanopsis indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
